"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"917","S24","Katsoin eviran sivuilta , eikä siellä ole mitään kauralle ruiskutettavaa , joka olisi luomussa sallittua .","katsoa eviran sivu , ei siellä olla mikään kaura ruiskuttaa , joka olla luomu sallittu .","Luomu kasvinsuojelu","4.6.2014","08:54","Talous","Yleistä maataloudesta","Ihmettelijä","5362576","http://keskustelu.suomi24.fi/t/12287891#comment-68152655","http://keskustelu.suomi24.fi/t/12287891","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"918","S24","Tai ilman salasanaa kaikkien luettavissa olevassa versiossa luki "" Suomalaiset elintarvikkeet ovat EU : n puhtaimpien joukossa .","tai ilman salasana kaikki luettaa olla versio lukea "" suomalainen elintarvike olla EU : n puhdas joukko .","Puhdasta kotimaista...","26.5.2014","17:29","Talous","Maataloustuki","Kappasvaan.","8060602","http://keskustelu.suomi24.fi/t/12243304#comment-68001763","http://keskustelu.suomi24.fi/t/12243304","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"919","S24","Maksoin sitä satasen kuussa puolisen vuotta , jonka jälkeen lopetin maksut kokonaan .","maksaa se satanen kuu puolinen vuosi , joka jälkeen lopettaa maksu kokonaan .","Nordea selekta eläkevakuutus","28.9.2012","22:14","Talous","Eläkesäästäminen","rikas mies jos oisin","2089843","http://keskustelu.suomi24.fi/t/5274873#comment-57490921","http://keskustelu.suomi24.fi/t/5274873","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"920","S24","Yhtiöt voivat tietysti maksaa parempaa hintaa kun ei tarvitse itse järjestää ostomiehiä .","yhtiö voida tietysti maksaa parempi hinta kun ei tarvita itse järjestää ostomies .","Puun myynti MHY vai suoraan firmalle ?","24.1.2014","18:36","Talous","Metsänhoito","Olen mhy:n jäsen","1361449","http://keskustelu.suomi24.fi/t/9035424#comment-65812902","http://keskustelu.suomi24.fi/t/9035424","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"921","S24","Lopuille se on enemmän tai vähemmän ensiapu purentavikoihin tai jopa esteettisiin ongelmiin joita sit purentavioilla perustellaan .","loppu se olla enemmän tai vähemmän ensiapu purentavika tai jopa esteettinen ongelma joka sit purentavika perustella .","Hoitovirhe - mutta mitä sitten","17.8.2010","10:07","Talous","Kuluttajansuoja","Leikkausta harkinnut","4112878","http://keskustelu.suomi24.fi/t/9262768#comment-45419692","http://keskustelu.suomi24.fi/t/9262768","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"922","S24","Muutenkin oli sairasta katsoa kaikenmaailman siivoojien ja kassatyttöjen 10€ tuntipalkalla , ostavan 20-30 tuhannen euron romuja velaksi .","muuten olla sairas katsoa kaikenmaailman siivooja ja kassatyttö 10€ tuntipalkka , ostaa 20-30 tuhat euro romu velka .","(valka)rahalla ""mässäilevät""","27.11.2014","14:37","Talous","Lainat ja velka","KENELLÄ ENITEN VELKA","238904","http://keskustelu.suomi24.fi/t/12982947#comment-74201505","http://keskustelu.suomi24.fi/t/12982947","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"923","S24","Minä en ole lähettänyt alkupakettia takas ja näyttäisi olevan niin , että saan todella vaan huokaista helpotuksesta .","minä ei olla lähettää alkupaketti takas ja näyttää olla niin , että saada todella vaan huokaista helpotus .","COREXIN ja Tanskalainen nettifirma Helsecaredk VAROITUS !!","17.4.2012","01:06","Talous","Shoppailu","Hivenen hölmö","4311267","http://keskustelu.suomi24.fi/t/9963079#comment-54721594","http://keskustelu.suomi24.fi/t/9963079","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"924","S24","Toukokuun lopussa nousi 4 USD kahdessa päivässä !","toukokuu loppu nousta 4 USD kaksi päivä !","NYSE:WLK taas hirviönousussa  3,08%!","3.9.2014","16:40","Talous","Osakevinkit","U ou!","3346385","http://keskustelu.suomi24.fi/t/12433282#comment-69693551","http://keskustelu.suomi24.fi/t/12433282","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"925","S24","Tori .","tori .","Tori.fi on ehdottomasti parempi kuin Huuto.net","8.6.2014","09:53","Talous","Huutokaupat ja nettihuutokaupat","623","2072662","http://keskustelu.suomi24.fi/t/11443635#comment-68217411","http://keskustelu.suomi24.fi/t/11443635","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"926","S24","Mutta JOS vaikka toimisi , voisi kokeilumielessä kertaeränä halvimman setin testata .","mutta jos vaikka toimia , voida kokeilumieli kertaerä halpa setti testata .","Healthzone","2.9.2011","17:41","Talous","Kuluttajansuoja","Perjantaipostia","4104025","http://keskustelu.suomi24.fi/t/10075811#comment-51043766","http://keskustelu.suomi24.fi/t/10075811","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"927","S24","on ihan turha mennä poliisille nillittämää koska niinku joku/jotkut tossa sanoi että ei niitä siel poliisiasemal kiinnosta paskan vertaa tollaset asiat kun tässä yhteiskunnassa on niin paljon isompiaki huolia .","olla ihan turha mennä poliisi nillittämää koska niinku joku/jotkut toi sanoa että ei se siel poliisiasemal kiinnostaa paska verrata tollaset asia kun tämä yhteiskunta olla niin paljon isompiaki huoli .","Ystävälaina. onko kokemusta kellään?","22.5.2012","12:58","Talous","Lainat ja velka","","3821174","http://keskustelu.suomi24.fi/t/10660483#comment-55305368","http://keskustelu.suomi24.fi/t/10660483","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"928","S24","ei ole toivoa , vouti vie kolmas osan tuloistasi .","ei olla toivo , vouti viedä kolmas osa tulo .","ulosottoon kaikki","15.4.2014","07:36","Talous","Lainat ja velka","rahaaonjapalajo","3251231","http://keskustelu.suomi24.fi/t/12171549#comment-67287054","http://keskustelu.suomi24.fi/t/12171549","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"929","S24","no sä nyt edes tee töitä kun pummit sossun luukulla vaan ..","no sä nyt edes tehdä työ kun pummi sossu luukku vaan ..","Tori.fi  huijausta","13.1.2012","20:09","Talous","Kirpputorit","buauahahhaahhahhaa","2112114","http://keskustelu.suomi24.fi/t/10312502#comment-53104497","http://keskustelu.suomi24.fi/t/10312502","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"930","S24","Myy ne kirpputorilla !","myydä se kirpputori !","Mikä on älyttömin ostoksenne koskaan?","1.9.2011","08:53","Talous","Shoppailu","kirppiskaisa","4146829","http://keskustelu.suomi24.fi/t/10075540#comment-51022944","http://keskustelu.suomi24.fi/t/10075540","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"931","S24","Tilien siirtely ja kikkailu o työlästä .","tili siirtely ja kikkailu o työläs .","Osuuspankki ja bonus, huijaustako?","15.10.2011","22:03","Talous","Pankit","Teppo Tulpun naapuri","4195523","http://keskustelu.suomi24.fi/t/2964756#comment-51685404","http://keskustelu.suomi24.fi/t/2964756","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"932","S24","Zinzino on yhtiö , joka myy ja markkinoi suoramarkkinoinnilla Malongon ja Romboutsin ( euroopan tunnetuimmat kahvialan brändit ) kahvikoneita ja kahvia yksinoikieudella kaikissa Pohjoismaissa ja Baltian maissa .","Zinzino olla yhtiö , joka myydä ja markkinoida suoramarkkinointi Malongon ja Romboutsin ( euroopan tunnettu kahviala brändi ) kahvikone ja kahvi yksinoikieudella kaikki pohjoismaa ja Baltia maa .","Sama tuote: Expertillä 99€, Zinzinolla 249€","24.3.2012","12:32","Talous","Verkostomarkkinointi","Ammattilainen","2054703","http://keskustelu.suomi24.fi/t/10512945#comment-54325190","http://keskustelu.suomi24.fi/t/10512945","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"933","S24",":))))))))))) JOPPELL KOHTRA PAKOTRE LOBROTOMIAANRS ,,,: ) ) ) ) ) ) ) ) ) ) ) )",":))))))))))) JOPPELL KOHTRA PAKOTRE LOBROTOMIAANRS ,,,: ) ) ) ) ) ) ) ) ) ) ) )","Vaalit on jo ovella","10.12.2014","08:34","Talous","Maataloustuki",":)))))))))))","1008350","http://keskustelu.suomi24.fi/t/13087878#comment-74910114","http://keskustelu.suomi24.fi/t/13087878","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"934","S24","Puhelimellakaan en voi soittaa kovin usein , lehtiä en voi tilata , harrastaa ei voi ennen kun säästää ja sosiaalinen elämäni on aika nolla .","puhelin ei voida soittaa kovin usein , lehti ei voida tilata , harrastaa ei voida ennen kun säästää ja sosiaalinen elämä olla aika nolla .","Mistä voisin vielä säästää?","22.10.2014","17:41","Talous","Yleistä taloudesta","köyhä mies.","2094377","http://keskustelu.suomi24.fi/t/12635285#comment-72237288","http://keskustelu.suomi24.fi/t/12635285","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"935","S24","Se on ihan normaalia ihmisen mielen toimintaa jota pankitkin käyttävät hyväkseen mainonnassa .","se olla ihan normaali ihminen mieli toiminta joka pankki käyttää hyvä mainonta .","Osuuspankki paras","2.6.2010","21:02","Talous","Pankit","totuus toisenlainen","489345","http://keskustelu.suomi24.fi/t/9113216#comment-44375016","http://keskustelu.suomi24.fi/t/9113216","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"936","S24","Miksi siis hankitte materiaalinne rikollista tietä , vaikka se olisi saatavissa täysin laillisestikin ?","miksi siis hankkia materiaali rikollinen tie , vaikka se olla saada täysin laillisesti ?","Sikatehtaat","13.12.2009","08:29","Talous","Maatilan eläimet","ölksjdfaoiuewrq","8055893","http://keskustelu.suomi24.fi/t/8685488#comment-41475047","http://keskustelu.suomi24.fi/t/8685488","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"937","S24","Ei lähe nuita motteja tuosta hehtaarimäärästä säännöllisesti .","ei lähe nuita motti tuo hehtaarimäärä säännöllisesti .","Metsän tuotto vuodessa?","4.8.2014","23:53","Talous","Metsänhoito","Eipä lähe ei","1365798","http://keskustelu.suomi24.fi/t/12404270#comment-69178867","http://keskustelu.suomi24.fi/t/12404270","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"938","S24","Tuon lisäksi tietysti puolitat asunnon sähkö , lämmitys sekä internet kulut .","tuo lisäksi tietysti puolittaa asunto sähkö , lämmitys sekä internet kulku .","Nuuka vai pelkästään veemäinen?","25.10.2013","18:34","Talous","Lainat ja velka","Näin se vaan on","3264070","http://keskustelu.suomi24.fi/t/11802620#comment-64186556","http://keskustelu.suomi24.fi/t/11802620","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"939","S24","Sanonpa sitten uudelleen .","sanoa sitten uudelleen .","Kirpputoripitäjät verolle","10.10.2014","11:38","Talous","Verot","Vajaakuntoinen.","5160325","http://keskustelu.suomi24.fi/t/12679178#comment-71586809","http://keskustelu.suomi24.fi/t/12679178","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"940","S24","Mulla 12 eri osaketta jotka kaikki Suomalaisia ja suurimman osakkeen osuus n70% salkusta , lisäksi löytyy vielä Orionia jotta toimialla vedetty vielä enemmän yli .","mä 12 eri osake joka kaikki suomalainen ja suuri osake osuus n70% salkku , lisäksi löytyä vielä Orionia jotta toimialla vetää vielä enemmän yli .","Mitä hel.ettiä.","7.12.2013","06:53","Talous","Osakevinkit","piet","3341747","http://keskustelu.suomi24.fi/t/11898644#comment-64942382","http://keskustelu.suomi24.fi/t/11898644","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"941","S24","Sivusto ei ole minun , enkä ole sitä varta vasten mainostamassa .","sivusto ei olla minä , ei olla se varttaa vasten mainostaa .","Miten tehdä oikeasti rahaa netissä?","26.1.2013","18:26","Talous","Yrittäjyys","wr3rer","2068161","http://keskustelu.suomi24.fi/t/11221056#comment-59650469","http://keskustelu.suomi24.fi/t/11221056","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
